Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
We Cheer 2;Wii;2009;Simulation;Namco Bandai Games;24;0;0;2;26
We Dance;Wii;2011;Misc;Nordic Games;0;17;0;2;19
We Love Golf!;Wii;2007;Sports;Capcom;2;1;3;2;25
We Love Katamari;PS2;2005;Puzzle;Electronic Arts;26;2;0;7;52
We Sing;Wii;2009;Misc;Nordic Games;0;69;0;9;78
We Sing 80s;Wii;2012;Misc;Nordic Games;0;1;0;0;1
We Sing Deutsche Hits;Wii;2011;Misc;Nordic Games;0;31;0;5;36
We Sing Encore;Wii;2010;Misc;Nordic Games;0;41;0;6;47
We Sing Pop!;Wii;2012;Misc;Nordic Games;8;19;0;3;3
We Sing Robbie Williams;Wii;2010;Misc;Nordic Games;0;19;0;3;21
We Sing Rock!;Wii;2011;Misc;Nordic Games;0;7;0;1;8
We Sing UK Hits;Wii;2011;Misc;Nordic Games;0;16;0;2;18
We Ski;Wii;2008;Sports;Namco Bandai Games;99;42;14;15;17
We Ski & Snowboard;Wii;2008;Sports;Atari;38;29;15;8;9
We Wish You A Merry Christmas;Wii;2009;Action;Destineer;14;4;0;2;2
Wedding Dash;DS;2009;Action;Zoo Games;2;0;0;1;21
Wedding Planner: Dream Weddings Guaranteed;DS;2010;Simulation;DTP Entertainment;0;1;0;0;1
Weiss Schwarz Portable;PSP;2011;Strategy;Namco Bandai Games;0;0;1;0;1
Western Riding Academy;DS;2010;Simulation;Destineer;6;0;0;0;6
Wet;PS3;2009;Shooter;Bethesda Softworks;22;27;1;11;63
Wet;X360;N/A;Shooter;Bethesda Softworks;23;21;1;5;5
Wetrix;N64;1998;Puzzle;Ocean;6;2;0;0;8
Whac-A-Mole;DS;2005;Puzzle;Zoo Digital Publishing;7;0;0;1;8
Whac-A-Mole;GBA;2005;Puzzle;Zoo Digital Publishing;1;0;0;0;1
Whacked!;XB;2002;Misc;Microsoft Game Studios;7;2;0;0;9
What Did I Do to Deserve This, My Lord!? 2;PSP;2008;Role-Playing;Nippon Ichi Software;5;0;18;1;24
What's Cooking? Jamie Oliver;DS;2008;Simulation;Atari;2;1;0;2;23
Wheel of Fortune;PS;1998;Misc;Hasbro Interactive;99;22;0;4;126
Wheel of Fortune;Wii;2010;Misc;THQ;89;4;0;6;1
Wheel of Fortune;PS2;N/A;Misc;Unknown;47;36;0;12;95
Wheel of Fortune;DS;2010;Misc;THQ;41;0;0;3;43
Wheel of Fortune;N64;1997;Misc;Take-Two Interactive;2;5;0;0;25
Wheel of Fortune: 2nd Edition;PS;2000;Misc;Hasbro Interactive;23;16;0;3;41
Where the Wild Things Are;DS;2009;Platform;Warner Bros. Interactive Entertainment;13;0;0;1;14
Where the Wild Things Are;Wii;2009;Platform;Warner Bros. Interactive Entertainment;11;0;0;1;12
Where the Wild Things Are;X360;2009;Platform;Warner Bros. Interactive Entertainment;1;0;0;1;11
Where the Wild Things Are;PS3;2009;Platform;Warner Bros. Interactive Entertainment;9;1;0;1;11
Where's Waldo? The Fantastic Journey;DS;2009;Adventure;Ubisoft;2;0;0;2;22
Where's Waldo? The Fantastic Journey;Wii;2009;Adventure;Ubisoft;18;0;0;1;19
Whiplash;PS2;2003;Racing;Eidos Interactive;6;5;0;2;13
Whiplash;XB;2003;Racing;Eidos Interactive;4;1;0;0;6
Whirl Tour;PS2;2002;Sports;Crave Entertainment;11;9;0;3;22
Whirl Tour;GC;2002;Sports;Vivendi Games;4;1;0;0;5
White Album 2: Shiawase no Mukougawa;PS3;2012;Adventure;Aqua Plus;0;0;4;0;4
White Album 2: Shiawase no Mukougawa;PSV;2013;Adventure;Aqua Plus;0;0;2;0;2
White Album: Tsuzurareru Fuyu no Omoide;PS3;2010;Adventure;Aqua Plus;0;0;5;0;5
White Knight Chronicles II;PS3;2010;Role-Playing;Sony Computer Entertainment;23;9;27;5;64
White Knight Chronicles: International Edition;PS3;2008;Role-Playing;Sony Computer Entertainment;33;16;36;8;93
White Knight Chronicles: Origins;PSP;2011;Role-Playing;Sony Computer Entertainment;0;4;9;2;15
Whiteout;XB;2002;Racing;Konami Digital Entertainment;2;1;0;0;3
Whiteout;PS2;2002;Racing;Konami Digital Entertainment;1;1;0;0;2
Who wants to be a millionaire;PC;1999;Misc;Disney Interactive Studios;194;0;0;0;194
Who wants to be a millionaire;PS;2000;Misc;Eidos Interactive;45;3;0;5;8
Who Wants to be a Millionaire: 1st Edition;DS;2007;Misc;Ubisoft;0;4;0;0;4
Who Wants to be a Millionaire: 1st Edition;Wii;2007;Misc;Ubisoft;0;3;0;0;3
Who Wants to be a Millionaire: 2nd Edition;Wii;2008;Misc;Ubisoft;0;3;0;0;3
Who Wants to be a Millionaire: 2nd Edition;DS;2008;Misc;Ubisoft;0;1;0;0;1
Who Wants to Be a Millionaire: 3rd Edition;Wii;2010;Misc;Ubisoft;1;0;0;1;1
Who Wants to Be a Millionaire: 3rd Edition;DS;2010;Misc;Ubisoft;4;0;0;0;4
Who Wants to Be A Millionaire?;X360;2011;Misc;Ubisoft;9;0;0;1;1
Wicked Monster Blast!;Wii;2011;Shooter;PQube;4;0;0;0;5
Wiffle Ball Advance;DS;2007;Sports;Zoo Digital Publishing;1;0;0;0;1
Wii de Asobu Chibi-Robo!;Wii;2009;Adventure;Nintendo;0;0;5;0;5
Wii de Asobu: Metroid Prime;Wii;N/A;Shooter;Nintendo;0;0;2;0;2
Wii de Asobu: Metroid Prime;Wii;N/A;Shooter;Nintendo;0;0;2;0;2
Wii Fit;Wii;2007;Sports;Nintendo;894;803;36;215;2272
Wii Fit Plus;Wii;2009;Sports;Nintendo;909;859;253;179;22
Wii Fit U;WiiU;2013;Sports;Nintendo;39;24;21;6;89
Wii Music;Wii;2008;Misc;Nintendo;136;113;46;32;327
Wii Party;Wii;2010;Misc;Nintendo;179;353;249;68;849
Wii Party U;WiiU;2013;Misc;Nintendo;31;54;84;8;177
Wii Play;Wii;2006;Misc;Nintendo;1403;92;293;285;2902
Wii Play: Motion;Wii;2011;Misc;Nintendo;24;43;18;9;95
Wii Sports;Wii;2006;Sports;Nintendo;4149;2902;377;846;8274
Wii Sports Club;WiiU;2014;Sports;Nintendo;19;14;4;3;4
Wii Sports Resort;Wii;2009;Sports;Nintendo;1575;1101;328;296;33
Wild 9;PS;1998;Action;Interplay;13;9;0;2;24
Wild ARMs;PS;1996;Role-Playing;Sony Computer Entertainment;26;17;46;6;95
Wild ARMs 2;PS;1999;Role-Playing;Sony Computer Entertainment;19;13;31;4;67
Wild ARMs 3;PS2;2002;Role-Playing;Ubisoft;16;13;29;4;62
Wild ARMs 4;PS2;2005;Role-Playing;505 Games;7;6;0;2;14
Wild ARMs 5;PS2;2006;Role-Playing;505 Games;14;11;0;4;28
Wild ARMs 5 (jp sales);PS2;2006;Role-Playing;505 Games;0;0;12;0;12
Wild ARMs XF;PSP;2007;Role-Playing;505 Games;7;0;6;1;14
Wild ARMs: Alter Code F;PS2;2003;Role-Playing;Sony Computer Entertainment;5;4;0;1;9
Wild Earth: African Safari;Wii;2008;Simulation;Majesco Entertainment;11;2;0;1;14
Wild West Shootout;Wii;2010;Shooter;Unknown;1;1;0;0;2
Wild Wild Racing;PS2;2000;Racing;Interplay;1;8;0;3;21
Wildlife Park 3;PC;2011;Simulation;bitComposer Games;0;7;0;2;8
Wildstar;PC;2014;Role-Playing;NCSoft;8;7;0;2;17
WinBack 2: Project Poseidon;PS2;2006;Shooter;Tecmo Koei;1;1;0;0;1
WinBack: Covert Operations;PS2;2000;Shooter;Midas Interactive Entertainment;14;11;0;4;29
WinBack: Covert Operations;N64;1999;Shooter;Virgin Interactive;17;4;0;0;21
Wing Arms;SAT;1994;Shooter;Sega;0;0;2;0;2
Wing Commander III: Heart of the Tiger;PS;1996;Action;Electronic Arts;9;6;0;1;16
Wing Commander IV: The Price of Freedom;PS;1997;Simulation;Origin Systems;5;3;0;1;9
Wing Commander: Prophecy;GBA;2003;Simulation;Destination Software, Inc;4;1;0;0;5
Wing Island;Wii;2006;Simulation;Konami Digital Entertainment;3;1;1;0;5
Wings of War;XB;2004;Simulation;Take-Two Interactive;5;1;0;0;6
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen;Wii;2010;Sports;Konami Digital Entertainment;0;0;7;0;7
Winning Eleven: Pro Evolution Soccer 2007;PS2;2006;Sports;Konami Digital Entertainment;1;239;105;86;439
Winning Eleven: Pro Evolution Soccer 2007;PSP;2006;Sports;Konami Digital Entertainment;1;72;12;1;86
Winning Eleven: Pro Evolution Soccer 2007;DS;2006;Sports;Konami Digital Entertainment;0;0;17;0;17
Winning Eleven: Pro Evolution Soccer 2007;X360;2006;Sports;Konami Digital Entertainment;9;0;0;1;1
Winning Eleven: Pro Evolution Soccer 2007;PC;2006;Sports;Konami Digital Entertainment;0;1;0;0;1
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales);X360;2006;Sports;Konami Digital Entertainment;8;9;2;0;1
Winning Post;SNES;1993;Sports;Tecmo Koei;0;0;53;0;53
Winning Post 2;SNES;1995;Sports;Tecmo Koei;0;0;3;0;3
Winning Post 3;PS;1998;Racing;Tecmo Koei;0;0;14;1;15
Winning Post 4;PS;1999;Sports;Tecmo Koei;0;0;14;1;15
Winning Post 4 Maximum;PS2;2000;Sports;Tecmo Koei;0;0;6;0;6
Winning Post 5;PS2;2001;Sports;Tecmo Koei;0;0;13;0;13
Winning Post 6;PS2;2003;Sports;Tecmo Koei;0;0;9;0;9
Winning Post 7 2009;PSP;2009;Sports;Tecmo Koei;0;0;3;0;3
Winning Post 7 2010;PS3;2010;Sports;Tecmo Koei;0;0;7;0;7
Winning Post 7 2010;PSP;2010;Sports;Tecmo Koei;0;0;5;0;5
Winning Post 7 2012;PS3;2012;Sports;Ackkstudios;0;0;7;0;7
Winning Post 7 2012;PSP;2012;Sports;Ackkstudios;0;0;4;0;4
Winning Post 7 2013;PS3;2013;Sports;Tecmo Koei;0;0;5;0;5
Winning Post 7 2013;PSV;2013;Sports;Tecmo Koei;0;0;2;0;2
Winning Post 7 Maximum 2008;PS2;2008;Sports;Tecmo Koei;0;0;1;0;1
Winning Post 7 Maximum 2008;PS3;2008;Sports;Tecmo Koei;0;0;1;0;1
Winning Post 7: Maximum 2007;PS2;2007;Sports;Tecmo Koei;0;0;2;0;2
Winning Post 7: Maximum 2007;PS3;2007;Sports;Tecmo Koei;0;0;2;0;2
Winning Post 8;PS3;2014;Racing;Tecmo Koei;0;0;5;0;5
Winning Post 8;PSV;2014;Racing;Tecmo Koei;0;0;4;0;4
Winning Post 8 2015;PSV;2015;Action;Tecmo Koei;0;0;2;0;2
Winning Post 8 2015;PS3;2015;Action;Tecmo Koei;0;0;2;0;2
Winning Post 8 2016;PS4;2016;Simulation;Tecmo Koei;0;0;2;0;2
Winning Post World;PS3;2009;Sports;Tecmo Koei;0;0;5;0;5
Winning Post World;PS2;2009;Sports;Tecmo Koei;0;0;3;0;3
Winning Post World 2010;PS3;2010;Sports;Tecmo Koei;0;0;4;0;4
Winter Blast: 9 Snow & Ice Games;Wii;2010;Sports;Destineer;2;0;0;0;2
Winter Heat;SAT;1996;Sports;Sega;0;0;11;0;11
Winter Sports 2: The Next Challenge;Wii;2008;Sports;RTL;18;19;0;4;41
Winter Sports 2: The Next Challenge;PS2;2008;Sports;Conspiracy Entertainment;4;3;0;1;8
Winter Sports 2: The Next Challenge;X360;2008;Sports;RTL;6;1;0;1;7
Winter Sports 2: The Next Challenge;DS;2008;Sports;RTL;4;2;0;1;6
Winter Sports 2011;Wii;2011;Sports;DTP Entertainment;0;6;0;1;8
Winter Sports 2011;PS3;2011;Sports;DTP Entertainment;0;4;0;1;5
Winter Sports 2011;X360;2011;Sports;DTP Entertainment;0;2;0;0;2
Winter Sports 3: The Great Tournament;Wii;2010;Sports;Tradewest;2;2;0;0;5
Winter Sports 3: The Great Tournament;PS3;2010;Sports;Tradewest;0;3;0;1;4
Winter Sports 3: The Great Tournament;X360;2010;Sports;Tradewest;0;1;0;0;2
Winter Sports: The Ultimate Challenge;Wii;2007;Sports;RTL;45;68;0;12;126
Winter Stars;Wii;2011;Sports;Deep Silver;6;7;0;1;13
Winter Stars;X360;2011;Sports;Deep Silver;5;4;0;1;1
Winter Stars;PS3;2011;Sports;Deep Silver;1;6;0;2;9
Winx Club;GBA;2005;Shooter;Konami Digital Entertainment;5;2;0;0;7
Winx Club: Mission Enchantix;DS;2008;Adventure;Konami Digital Entertainment;3;2;0;0;6
Winx Club: Quest for the Codex;DS;2006;Action;Konami Digital Entertainment;3;2;0;1;6
Winx Club: Rockstars;DS;2010;Adventure;Namco Bandai Games;0;3;0;0;3
Winx Club: Saving Alfea;DS;2014;Action;Namco Bandai Games;2;0;0;0;2
Winx Club: Saving Alfea;3DS;2014;Action;Namco Bandai Games;0;1;0;0;1
WipEout;PS;1995;Action;Psygnosis;26;18;0;3;47
Wipeout 2;Wii;2011;Misc;Activision;31;0;0;2;33
Wipeout 2;X360;2011;Misc;Activision;25;0;0;2;27
Wipeout 2;DS;2011;Misc;Activision;25;0;0;2;27
Wipeout 2;3DS;2011;Misc;Activision;22;0;0;1;23
Wipeout 2;PS3;2011;Misc;Activision;11;0;0;1;12
Wipeout 2048;PSV;2012;Racing;Sony Computer Entertainment;14;19;0;6;39
WipEout 3;PS;1999;Racing;Psygnosis;19;13;0;2;34
WipeOut 3 The Game;Wii;2012;Action;Activision;38;0;0;3;4
WipeOut 3 The Game;X360;2012;Action;Activision;2;0;0;1;21
WipeOut 3 The Game;3DS;2012;Action;Activision;18;0;0;1;2
WipeOut 3 The Game;WiiU;2012;Action;Activision;12;0;0;1;13
WipEout 64;N64;1998;Racing;Midway Games;28;14;0;1;43
WipEout Fusion;PS2;2002;Racing;Sony Computer Entertainment;12;1;0;3;25
WipEout HD Fury;PS3;2009;Racing;Sony Computer Entertainment;0;6;0;2;8
WipEout Pulse;PS2;2009;Racing;Sony Computer Entertainment;0;15;0;33;49
WipEout Pulse;PSP;2007;Racing;Sony Computer Entertainment;13;12;0;6;32
WipEout Pure;PSP;2005;Racing;Sony Computer Entertainment;47;34;0;22;104
WipEout XL;PS;1996;Racing;Psygnosis;14;1;0;2;25
Wipeout: In The Zone;X360;2011;Misc;Activision;87;0;0;5;92
Wipeout: The Game;Wii;2009;Misc;Mindscape;197;0;0;12;209
Wipeout: The Game;DS;2010;Misc;Activision;58;0;0;4;62
WireWay;DS;2009;Adventure;Konami Digital Entertainment;1;0;0;1;11
Witches & Vampires: The Secrets of Ashburry;DS;2010;Adventure;DTP Entertainment;5;2;0;1;8
Without Warning;PS2;2005;Shooter;Capcom;2;1;0;0;4
Without Warning;XB;N/A;Shooter;Capcom;1;0;0;0;2
Wizardry Twin Pack;PS3;2011;Role-Playing;Acquire;0;0;2;0;2
Wizardry VI: Bane of the Cosmic Forge;SNES;1995;Role-Playing;ASCII Entertainment;0;0;1;0;1
Wizardry VII: Gadeia no Houshu;PS;1995;Role-Playing;Sony Computer Entertainment;0;0;14;1;15
Wizardry XTH: Unlimited Students;PS2;2006;Role-Playing;Michaelsoft;0;0;1;0;1
Wizardry: Llylgamyn Saga;PS;1998;Role-Playing;Locus;0;0;7;0;7
Wizardry: Tale of the Forsaken Land;PS2;2001;Role-Playing;Ubisoft;4;3;0;1;9
Wizards of Waverly Place;DS;2009;Misc;Disney Interactive Studios;59;2;0;8;87
Wizards of Waverly Place: Spellbound;DS;2010;Misc;Disney Interactive Studios;16;6;0;2;23
Wolfenstein;PS3;2009;Shooter;Activision;25;28;0;11;64
Wolfenstein;X360;2009;Shooter;Activision;28;22;0;6;56
Wolfenstein;PC;2009;Shooter;Activision;1;3;0;1;5
Wolfenstein 3D;GBA;2002;Shooter;BAM! Entertainment;12;4;0;0;17
Wolfenstein: The New Order;PS4;2014;Shooter;Bethesda Softworks;47;8;3;29;158
Wolfenstein: The New Order;XOne;2014;Shooter;Bethesda Softworks;33;28;0;6;67
Wolfenstein: The New Order;PS3;2014;Shooter;Bethesda Softworks;14;25;2;9;51
Wolfenstein: The New Order;PC;2014;Shooter;Bethesda Softworks;12;29;0;5;46
Wolfenstein: The New Order;X360;2014;Shooter;Bethesda Softworks;18;19;0;4;41
Wolfenstein: The Old Blood;PS4;2015;Action;Bethesda Softworks;9;25;2;6;42
Wolfenstein: The Old Blood;XOne;2015;Action;Bethesda Softworks;7;7;0;1;15
Wolfenstein: The Old Blood;PC;2015;Action;Bethesda Softworks;0;8;0;0;8
Women's Volleyball Championship;PS2;2007;Sports;Spike;0;0;3;0;3
Wonder Pets! Save the Animals!;DS;2008;Adventure;Take-Two Interactive;33;0;0;2;36
Wonder Project J: Kikai no Shonen Pino;SNES;1994;Simulation;Enix Corporation;0;0;43;0;43
Wonder Project J2: Koruro no Mori no Josette;N64;1996;Simulation;Enix Corporation;0;0;12;4;16
Wonder World Amusement Park;DS;2009;Misc;Majesco Entertainment;8;0;0;1;9
Wonder World Amusement Park;Wii;2008;Misc;Majesco Entertainment;4;0;0;0;5
Woody Woodpecker in Crazy Castle 5;GBA;2002;Platform;Kemco;1;0;0;0;1
Woody Woodpecker Racing;PS;1999;Racing;Konami Digital Entertainment;6;4;0;1;11
Woody Woodpecker: Escape from Buzz Buzzard Park;PS2;2001;Platform;DreamCatcher Interactive;2;2;0;1;5
Wordfish;DS;2008;Puzzle;Ubisoft;7;0;0;1;8
WordJong;DS;2007;Puzzle;White Park Bay Software;13;1;0;1;16
WordJong Party;Wii;2008;Puzzle;Destineer;17;0;0;1;18
Wordmaster;DS;2008;Strategy;Zoo Digital Publishing;9;0;0;1;9
World Championship Athletics;Wii;2009;Sports;DTP Entertainment;4;1;0;0;6
World Championship Cards;PSP;2008;Misc;Crave Entertainment;19;0;0;2;2
World Championship Games: A Track & Field Event;DS;2008;Sports;Ghostlight;8;0;0;1;9
World Championship Poker;PS2;2004;Misc;Play It;8;3;0;13;95
World Championship Poker;XB;2004;Misc;Crave Entertainment;37;11;0;2;51
World Championship Poker;GBA;2004;Misc;Crave Entertainment;12;5;0;0;17
World Championship Poker 2: Featuring Howard Lederer;PS2;2005;Misc;Oxygen Interactive;16;13;0;4;34
World Championship Poker 2: Featuring Howard Lederer;PSP;2005;Misc;505 Games;12;0;0;1;14
World Championship Poker 2: Featuring Howard Lederer;XB;2005;Misc;Crave Entertainment;7;2;0;0;9
World Championship Poker featuring Howard Lederer: All In;Wii;2006;Misc;505 Games;2;0;0;0;2
World Championship Poker: Deluxe Series;DS;2005;Misc;505 Games;7;0;0;1;8
World Championship Poker: Featuring Howard Lederer - All In;PS2;2006;Misc;Oxygen Interactive;82;64;0;22;168
World Championship Poker: Featuring Howard Lederer - All In;X360;2006;Misc;Oxygen Interactive;4;0;0;0;5
World Championship Poker: Howard Lederer - All In;PSP;2006;Misc;505 Games;13;0;0;1;14
World Championship Pool 2004;PS2;2004;Sports;Jaleco;2;2;0;1;5
World Championship Pool 2004;XB;2003;Sports;Jaleco;3;1;0;0;4
World Championship Rugby;PS2;2004;Sports;Acclaim Entertainment;6;4;0;1;11
World Championship Spelling;DS;2010;Misc;505 Games;4;0;0;0;4
World Class Rugby 2: Kokunai Gekitou Hen '93;SNES;1994;Sports;Misawa;0;0;2;0;2
World Class Track Meet;NES;1986;Sports;Namco Bandai Games;192;45;64;7;308
World Cup 98;N64;1998;Sports;Electronic Arts;14;4;0;4;58
World Cup '98 France: Road to Win;SAT;1998;Sports;Sega;0;0;9;0;9
World Cup Golf: Professional Edition;PS;1995;Sports;U.S. Gold;7;5;0;1;13
World Cup of Pool;DS;2009;Sports;Midas Interactive Entertainment;6;0;0;0;6
World Destruction League: Thunder Tanks;PS2;2000;Action;3DO;8;7;0;2;17
World Destruction League: Thunder Tanks;PS;2000;Action;3DO;9;6;0;1;17
World Driver Championship;N64;1999;Racing;Midway Games;14;3;0;0;17
World Fantasista;PS2;2002;Sports;SquareSoft;0;0;5;0;5
World Heroes Anthology;PS2;2007;Fighting;Ignition Entertainment;0;0;1;0;1
World in Conflict;PC;2007;Strategy;Vivendi Games;0;3;0;1;4
World in Conflict: Complete Edition;PC;2009;Strategy;Ubisoft;0;3;0;1;4
World League Soccer;SNES;1991;Sports;Imagineer;0;0;15;0;15
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto;PSP;2008;Simulation;fonfun;0;0;2;0;2
World of Dragon Warrior - Torneko: The Last Hope;PS;1999;Role-Playing;Enix Corporation;2;1;58;4;65
World of Goo;PC;2008;Puzzle;2D Boy;0;3;0;1;4
World of Outlaws: Sprint Cars;X360;2010;Racing;THQ;17;0;0;1;18
World of Outlaws: Sprint Cars 2002;PS2;2002;Racing;Ignition Entertainment;23;18;0;6;48
World of Tanks;PC;2011;Shooter;Wargaming.net;0;23;0;6;29
World of Tanks;X360;N/A;Shooter;N/A;0;3;0;0;4
World of Warcraft;PC;2004;Role-Playing;Activision;7;621;0;0;628
World of Warcraft: Cataclysm;PC;2010;Role-Playing;Activision;177;32;0;0;208
World of Warcraft: Legion;PC;2016;Role-Playing;Activision;14;12;0;2;29
World of Warcraft: Mists of Pandaria;PC;2012;Role-Playing;Activision;84;76;0;23;183
World of Warcraft: The Burning Crusade;PC;2007;Role-Playing;Activision;257;152;0;0;409
World of Warcraft: Warlords of Draenor;PC;2014;Action;Activision Blizzard;8;36;0;4;48
World of Warcraft: Wrath of the Lich King;PC;2008;Role-Playing;Activision;1;13;0;118;132
World of Zoo;DS;2009;Simulation;THQ;43;2;0;6;7
World of Zoo;Wii;2009;Simulation;THQ;41;16;0;5;63
World of Zoo;PC;2009;Simulation;THQ;0;2;0;1;3
World Party Games;Wii;2009;Misc;505 Games;7;0;0;1;8
World Poker Tour;PS2;2005;Misc;Take-Two Interactive;1;8;0;3;21
World Poker Tour;XB;2005;Misc;Take-Two Interactive;5;1;0;0;6
World Poker Tour;PSP;2006;Misc;Take-Two Interactive;4;0;0;0;4
World Poker Tour;GBA;2005;Misc;Take-Two Interactive;1;0;0;0;1
World Racing;XB;2003;Racing;TDK Mediactive;5;1;0;0;7
World Series Baseball;XB;2002;Sports;Sega;17;5;0;1;23
World Series Baseball;SAT;1994;Sports;Sega;0;0;4;0;4
World Series Baseball 2K3;PS2;2003;Sports;Sega;12;1;0;3;25
World Series Baseball 2K3;XB;2003;Sports;Sega;11;3;0;1;15
World Series of Poker;PS2;2005;Misc;Activision;39;1;0;6;47
World Series of Poker;XB;2005;Misc;Activision;19;5;0;1;25
World Series of Poker;PSP;2005;Misc;Activision;19;0;0;2;21
World Series of Poker;GC;2005;Misc;Activision Value;4;1;0;0;5
World Series of Poker 2008: Battle for the Bracelets;PS2;2007;Misc;Activision;11;9;0;3;23
World Series of Poker 2008: Battle for the Bracelets;PS3;2007;Misc;Activision;8;1;0;1;1
World Series of Poker 2008: Battle for the Bracelets;X360;2007;Misc;Activision;6;1;0;1;8
World Series of Poker 2008: Battle for the Bracelets;DS;2007;Misc;Activision;5;0;0;0;6
World Series of Poker 2008: Battle for the Bracelets;PSP;2007;Misc;Activision;2;0;0;0;2
World Series of Poker: Tournament of Champions 2007 Edition;X360;2006;Misc;Activision;15;0;0;1;16
World Series of Poker: Tournament of Champions 2007 Edition;PSP;2006;Misc;Activision;1;0;0;1;11
World Series of Poker: Tournament of Champions 2007 Edition;Wii;2006;Misc;Activision;4;0;0;0;5
World Series of Poker: Tournament of Champions 2007 Edition;PS2;2006;Misc;Activision;2;1;0;0;3
World Snooker Challenge 2005;PSP;2005;Sports;Sega;0;1;0;0;1
World Snooker Championship 2007;PS3;2007;Sports;Sega;0;1;0;0;1
World Snooker Championship 2007;X360;2007;Sports;Sega;0;1;0;0;1
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen;PS;2000;Sports;Konami Digital Entertainment;0;0;39;3;41
World Soccer Jikkyou Winning Eleven 3: World Cup France '98;PS;1998;Sports;Konami Digital Entertainment;0;0;75;5;81
World Soccer Winning Eleven 2002;PS;2002;Sports;Konami Digital Entertainment;0;0;12;1;13
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen;PS3;2010;Sports;Konami Digital Entertainment;0;0;23;0;23
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen;PSP;2010;Sports;Konami Digital Entertainment;0;0;16;0;16
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen;PS2;2010;Sports;Konami Digital Entertainment;0;0;9;0;9
World Soccer Winning Eleven 5 Final Evolution;PS2;2001;Sports;Konami Digital Entertainment;0;0;45;0;45
World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;12;126;116;45;299
World Soccer Winning Eleven 7;PS2;2003;Sports;Konami Digital Entertainment;12;9;0;3;24
World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;8;124;113;45;29
World Soccer Winning Eleven 7 International (JP version);PS2;2004;Sports;Konami Digital Entertainment;0;0;54;0;54
World Soccer Winning Eleven 8 International;PS2;2004;Sports;Konami Digital Entertainment;16;189;112;68;385
World Soccer Winning Eleven 8 International;XB;2004;Sports;Konami Digital Entertainment;7;2;0;0;9
World Soccer Winning Eleven 8: Liveware Evolution;PS2;2005;Sports;Konami Digital Entertainment;0;0;47;0;47
World Soccer Winning Eleven 9;PS2;2005;Sports;Konami Digital Entertainment;12;226;9;77;406
World Soccer Winning Eleven 9;XB;2005;Sports;Konami Digital Entertainment;6;33;2;3;44
World Soccer Winning Eleven 9 (JP & Others sales);PSP;2005;Sports;Konami Digital Entertainment;1;88;31;0;12
World Soccer Winning Eleven 9 (US sales);PSP;2005;Sports;Konami Digital Entertainment;5;0;0;0;6
World Soccer Winning Eleven 9 Bonus Pack;PS2;2006;Sports;Konami Digital Entertainment;0;0;14;0;14
World Sports Competition;PS3;2009;Sports;Hudson Soft;2;0;0;1;3
World Stadium 2;PS;1998;Sports;Namco Bandai Games;0;0;42;3;45
World Stadium 3;PS;1999;Sports;Namco Bandai Games;0;0;31;2;33
World Stadium 4;PS;2000;Sports;Namco Bandai Games;0;0;15;1;16
World Stadium 5;PS;2001;Sports;Namco Bandai Games;0;0;9;1;9
World Stadium EX;PS;1996;Sports;Namco Bandai Games;0;0;41;3;44
World Tour Soccer;PSP;2005;Sports;Sony Computer Entertainment;1;63;0;34;107
World Tour Soccer 06;PSP;2006;Sports;Sony Computer Entertainment;7;0;0;1;8
World Tour Soccer 2002;PS2;2001;Sports;Sony Computer Entertainment;7;5;0;2;14
World Tour Soccer 2003;PS2;2002;Sports;Sony Computer Entertainment;7;5;0;2;14
World Tour Soccer 2005;PS2;2004;Sports;Sony Computer Entertainment;8;6;0;2;16
World Tour Soccer 2006;PS2;2004;Sports;Sony Computer Entertainment;8;6;0;2;17
World Trigger: Borderless Mission;PSV;2015;Action;Namco Bandai Games;0;0;4;0;4
World War II Combat: Road To Berlin;XB;2006;Shooter;Groove Games;2;1;0;0;3
World's Scariest Police Chases;PS;2001;Racing;Activision;2;14;0;2;36
WorldShift;PC;2009;Strategy;Playlogic Game Factory;2;0;0;0;2
Worldwide Soccer;SAT;1994;Sports;Sega;0;0;6;0;6
Worldwide Soccer Manager 2006;PC;2004;Sports;Sega;0;1;0;0;2
Worldwide Soccer Manager 2007;PC;2006;Sports;Sega;0;2;0;0;2
Worldwide Soccer Manager 2008;PC;2007;Sports;Russel;0;112;0;0;112
Worldwide Soccer Manager 2009;PC;2008;Simulation;Sega;0;114;0;1;115
Worms;PS3;2009;Strategy;Sony Computer Entertainment;0;2;0;1;3
Worms;X360;2007;Strategy;Microsoft Game Studios;0;2;0;0;2
Worms 2;PC;1997;Strategy;Microprose;0;1;0;0;1
Worms 3D;PS2;2003;Strategy;Sega;6;5;0;2;12
